"","id_i","druhK_opraveno","druhO_opraveno","pocet"
"57433","23-8-19-7-56-90","nic","nic",NA
"57436","23-8-19-7-54-87","nic","nic",NA
"57451","24-8-17-11-26-L6","nic","nic",NA
"57460","23-8-19-8-27-71","nic","nic",NA
"57462","24-8-17-12-2-L9","nic","nic",NA
"57488","19-8-17-10-15-85","nic","nic",NA
"57492","19-8-22-19-15-19","nic","nic",NA
"57520","19-8-21-10-58-72","nic","nic",NA
"57534","19-8-23-7-35-90","nic","nic",NA
"57546","23-8-19-10-33-L2","nic","nic",NA
"57570","23-8-19-11-54-94","nic","nic",NA
"57573","23-8-19-11-56-92","nic","nic",NA
"57574","24-8-17-13-58-L9","nic","nic",NA
"57575","24-8-17-13-57-L1","nic","nic",NA
"57583","23-8-15-7-16-7","nic","nic",NA
"57584","24-8-17-14-41-4","nic","nic",NA
"57614","24-8-17-15-46-89","nic","nic",NA
"57623","19-8-18-8-42-L8","nic","nic",NA
"57668","24-8-17-7-19-38","nic","nic",NA
"57679","23-8-19-14-41-72","nic","nic",NA
"57685","24-8-17-17-41-82","nic","nic",NA
"57698","24-8-17-17-57-95","nic","nic",NA
"57704","24-8-17-18-11-L1","nic","nic",NA
"57719","23-8-19-15-35-38","nic","nic",NA
"57733","19-8-23-11-36-72","nic","nic",NA
"57748","24-8-18-6-49-44","nic","nic",NA
"57749","24-8-18-6-50-41","nic","nic",NA
"57756","24-8-18-6-58-34","nic","nic",NA
"57760","24-8-18-7-3-28","nic","nic",NA
"57766","24-8-18-7-10-22","nic","nic",NA
"57769","24-8-18-7-13-19","nic","nic",NA
"57781","24-8-18-7-32-8","nic","nic",NA
"57782","24-8-18-7-33-7","nic","nic",NA
"57791","24-8-18-7-55-L1","nic","nic",NA
"57793","24-8-18-8-0-L7","nic","nic",NA
"57800","19-8-23-13-12-L4","nic","nic",NA
"57805","19-8-23-13-24-L1","nic","nic",NA
"57811","24-8-18-8-51-55","nic","nic",NA
"57813","24-8-18-8-43-57","nic","nic",NA
"57838","19-8-20-15-8-57","nic","nic",NA
"57840","24-8-18-9-26-71","nic","nic",NA
"57843","24-8-18-9-29-74","nic","nic",NA
"57853","23-8-20-8-55-96","nic","nic",NA
"57854","23-8-20-8-58-98","nic","nic",NA
"57856","23-8-20-9-2-L5","nic","nic",NA
"57861","19-8-21-10-36-50","nic","nic",NA
"57864","19-8-21-10-37-52","nic","nic",NA
"57873","24-8-18-10-50-91","nic","nic",NA
"57890","19-8-21-11-4-78","nic","nic",NA
"57901","23-8-13-14-8-46","nic","nic",NA
"57909","19-8-21-11-16-93","nic","nic",NA
"57912","19-8-21-11-19-98","nic","nic",NA
"57919","23-8-16-17-16-L1","nic","nic",NA
"57930","23-8-14-17-40-58","nic","nic",NA
"57934","23-8-20-12-35-39","nic","nic",NA
"57946","23-8-16-17-41-L9","nic","nic",NA
"57948","19-8-22-8-20-75","nic","nic",NA
"57954","23-8-20-12-54-52","nic","nic",NA
"57955","19-8-18-7-17-L6","nic","nic",NA
"57966","19-8-21-12-43-23","nic","nic",NA
"57981","24-8-18-13-37-22","nic","nic",NA
"58000","22-8-17-18-7-17","nic","nic",NA
"58002","24-8-18-14-49-34","nic","nic",NA
"58006","24-8-18-14-53-38","nic","nic",NA
"58007","19-8-22-10-39-84","nic","nic",NA
"58008","23-8-20-14-48-76","nic","nic",NA
"58015","24-8-18-15-1-46","nic","nic",NA
"58016","24-8-18-15-2-47","nic","nic",NA
"58020","24-8-18-15-19-49","nic","nic",NA
"58021","24-8-18-15-21-50","nic","nic",NA
"58035","19-8-22-10-41-19","nic","nic",NA
"58036","23-8-20-15-26-90","nic","nic",NA
"58038","24-8-18-15-31-56","nic","nic",NA
"58048","24-8-18-8-43-50","nic","nic",NA
"58058","19-8-21-13-43-88","nic","nic",NA
"58074","19-8-21-14-51-L1","nic","nic",NA
"58078","19-8-21-14-51-L6","nic","nic",NA
"58079","19-8-21-15-4-L5","nic","nic",NA
"58081","24-8-18-17-19-86","nic","nic",NA
"58115","19-8-17-8-2-22","nic","nic",NA
"58120","23-8-17-12-2-88","nic","nic",NA
"58140","19-8-21-10-28-90","nic","nic",NA
"58146","23-8-18-19-19-34","nic","nic",NA
"58148","23-8-19-7-15-L9","nic","nic",NA
"58152","19-8-17-8-51-51","nic","nic",NA
"58169","19-8-18-18-20-L7","nic","nic",NA
"58174","23-8-15-12-8-66","nic","nic",NA
"58217","23-8-15-12-47-88","nic","nic",NA
"58268","23-8-19-10-20-25","nic","nic",NA
"58275","19-8-21-17-56-92","nic","nic",NA
"58288","19-8-22-9-5-8","nic","nic",NA
"58301","19-8-22-9-18-20","nic","nic",NA
"58305","23-8-15-7-9-2","nic","nic",NA
"58318","19-8-22-9-32-37","nic","nic",NA
"58346","23-8-15-8-2-33","nic","nic",NA
"58360","23-8-18-18-33-90","nic","nic",NA
"58368","19-8-17-8-18-33","nic","nic",NA
"58378","23-8-18-16-35-6","nic","nic",NA
"58382","19-8-22-10-44-91","nic","nic",NA
"58397","23-8-13-12-34-90","nic","nic",NA
"58398","24-8-17-7-26-44","nic","nic",NA
"58429","19-8-22-12-7-17","nic","nic",NA
"58475","19-8-17-7-55-19","nic","nic",NA
"58511","23-8-15-11-34-45","nic","nic",NA
"58568","19-8-18-7-32-L7","nic","nic",NA
"58585","23-8-20-8-58-L6","nic","nic",NA
"58634","24-8-17-17-58-96","nic","nic",NA
"58635","24-8-18-9-14-64","nic","nic",NA
"58637","24-8-17-18-10-L2","nic","nic",NA
"58652","19-8-17-17-48-41","nic","nic",NA
"58705","19-8-22-9-11-87","nic","nic",NA
"59976","19-8-21-12-0-1","Centaurea_jacea","Pieris_sp",NA
"59984","22-8-17-10-23-69","Leontodon_hispidus","Pieris_rapae",NA
"63696","23-8-14-16-49-89","Potentilla_erecta","Sarcophagidae",NA
"65092","19-8-22-7-33-65","Sanguisorba_officinalis","Sarcophagidae",NA
"65587","19-8-22-9-27-L9","Lycopus_europaeus","Sarcophagidae",NA
"67420","19-8-22-8-18-73","Hypericum_sp","Scathophagidae",NA
"67421","19-8-22-8-18-73","Hypericum_sp","Scathophagidae",NA
"67829","22-8-18-17-48-13","Succisa_pratensis","Sericomyia_silentis",NA
"73044","19-8-18-18-43-L3","Sanguisorba_officinalis","Sympetrum_sanguineum",NA
"75086","19-8-21-17-51-32","Achillea_ptarmica","Tenthredinidae",NA
